name,math,english,chinese,avg
Student2368,77.0,64.0,64.0,68.3
Student2369,84.0,55.0,67.0,68.7
Student2370,57.0,82.0,56.0,65.0
Student2371,65.0,68.0,96.0,76.3
Student2372,91.0,62.0,71.0,74.7
Student2373,85.0,78.0,81.0,81.3
Student2374,79.0,55.0,92.0,75.3
Student2375,67.0,64.0,68.0,66.3
Student2376,51.0,65.0,89.0,68.3
Student2377,98.0,73.0,50.0,73.7
Student2378,62.0,72.0,84.0,72.7
Student2379,53.0,97.0,54.0,68.0
Student2380,75.0,59.0,99.0,77.7
Student2381,74.0,90.0,61.0,75.0
Student2382,79.0,90.0,61.0,76.7
Student2383,60.0,98.0,70.0,76.0
Student2384,56.0,66.0,68.0,63.3
Student2385,80.0,98.0,58.0,78.7
Student2386,93.0,93.0,92.0,92.7
Student2387,59.0,94.0,98.0,83.7
Student2388,88.0,79.0,97.0,88.0
Student2389,62.0,93.0,85.0,80.0
Student2390,80.0,95.0,91.0,88.7
Student2391,56.0,59.0,unknown,57.5
Student2392,98.0,68.0,81.0,82.3
Student2393,91.0,78.0,84.0,84.3
Student2394,91.0,51.0,80.0,74.0
Student2395,85.0,85.0,81.0,83.7
Student2396,69.0,68.0,86.0,74.3
Student2397,53.0,56.0,81.0,63.3
Student2398,56.0,75.0,92.0,74.3
Student2399,50.0,64.0,86.0,66.7
Student2400,93.0,96.0,unknown,94.5
Student2401,94.0,87.0,87.0,89.3
Student2402,91.0,52.0,79.0,74.0
Student2403,96.0,87.0,81.0,88.0
Student2404,62.0,65.0,94.0,73.7
Student2405,71.0,51.0,51.0,57.7
Student2406,70.0,80.0,60.0,70.0
Student2407,71.0,77.0,69.0,72.3
Student2408,77.0,56.0,86.0,73.0
Student2409,58.0,79.0,58.0,65.0
Student2410,75.0,92.0,87.0,84.7
Student2411,58.0,56.0,98.0,70.7
Student2412,64.0,85.0,68.0,72.3
Student2413,59.0,78.0,89.0,75.3
Student2414,73.0,73.0,56.0,67.3
Student2415,91.0,unknown,54.0,72.5
Student2416,57.0,53.0,96.0,68.7
Student2417,73.0,78.0,91.0,80.7
Student2418,unknown,93.0,73.0,83.0
Student2419,98.0,54.0,97.0,83.0
Student2420,75.0,unknown,90.0,82.5
Student2421,76.0,79.0,56.0,70.3
Student2422,86.0,78.0,60.0,74.7
Student2423,53.0,75.0,58.0,62.0
Student2424,99.0,68.0,98.0,88.3
Student2425,73.0,75.0,79.0,75.7
Student2426,68.0,86.0,90.0,81.3
Student2427,unknown,76.0,52.0,64.0
Student2428,88.0,79.0,71.0,79.3
Student2429,59.0,79.0,89.0,75.7
Student2430,74.0,52.0,69.0,65.0
Student2431,67.0,92.0,81.0,80.0
Student2432,68.0,56.0,97.0,73.7
Student2433,85.0,98.0,56.0,79.7
Student2434,59.0,58.0,56.0,57.7
Student2435,82.0,90.0,69.0,80.3
Student2436,99.0,91.0,74.0,88.0
Student2437,54.0,62.0,94.0,70.0
Student2438,96.0,64.0,84.0,81.3
Student2439,98.0,54.0,93.0,81.7
Student2440,84.0,78.0,73.0,78.3
Student2441,93.0,84.0,unknown,88.5
Student2442,unknown,76.0,62.0,69.0
Student2443,unknown,76.0,97.0,86.5
Student2444,70.0,57.0,88.0,71.7
Student2445,unknown,81.0,unknown,81.0
Student2446,71.0,69.0,61.0,67.0
Student2447,97.0,59.0,66.0,74.0
Student2448,86.0,62.0,50.0,66.0
Student2449,64.0,78.0,66.0,69.3
Student2450,84.0,84.0,51.0,73.0
Student2451,77.0,57.0,55.0,63.0
Student2452,56.0,78.0,93.0,75.7
Student2453,81.0,80.0,60.0,73.7
Student2454,60.0,90.0,92.0,80.7
Student2455,59.0,79.0,67.0,68.3
Student2456,58.0,71.0,unknown,64.5
Student2457,63.0,70.0,74.0,69.0
Student2458,62.0,61.0,88.0,70.3
Student2459,74.0,60.0,77.0,70.3
Student2460,51.0,51.0,95.0,65.7
Student2461,84.0,99.0,65.0,82.7
Student2462,56.0,90.0,61.0,69.0
Student2463,70.0,51.0,90.0,70.3
Student2464,67.0,83.0,78.0,76.0
Student2465,52.0,52.0,72.0,58.7
Student2466,91.0,65.0,70.0,75.3
Student2467,88.0,53.0,65.0,68.7
Student2468,90.0,72.0,97.0,86.3
Student2469,98.0,99.0,90.0,95.7
Student2470,60.0,69.0,94.0,74.3
Student2471,88.0,74.0,75.0,79.0
Student2472,unknown,79.0,86.0,82.5
Student2473,95.0,67.0,71.0,77.7
Student2474,68.0,91.0,59.0,72.7
Student2475,53.0,60.0,unknown,56.5
Student2476,75.0,78.0,58.0,70.3
Student2477,87.0,66.0,74.0,75.7
Student2478,91.0,75.0,95.0,87.0
Student2479,81.0,72.0,64.0,72.3
Student2480,88.0,97.0,62.0,82.3
Student2481,94.0,69.0,91.0,84.7
Student2482,95.0,94.0,unknown,94.5
Student2483,85.0,51.0,75.0,70.3
Student2484,89.0,73.0,70.0,77.3
Student2485,86.0,80.0,72.0,79.3
Student2486,82.0,76.0,93.0,83.7
Student2487,85.0,51.0,77.0,71.0
Student2488,52.0,63.0,87.0,67.3
Student2489,58.0,53.0,61.0,57.3
Student2490,57.0,98.0,73.0,76.0
Student2491,82.0,62.0,62.0,68.7
Student2492,55.0,85.0,89.0,76.3
Student2493,90.0,unknown,97.0,93.5
Student2494,88.0,93.0,51.0,77.3
Student2495,53.0,57.0,88.0,66.0
Student2496,62.0,51.0,61.0,58.0
Student2497,unknown,55.0,88.0,71.5
Student2498,51.0,80.0,unknown,65.5
Student2499,54.0,59.0,79.0,64.0
Student2500,93.0,93.0,90.0,92.0
Student2501,76.0,unknown,99.0,87.5
Student2502,81.0,91.0,92.0,88.0
Student2503,70.0,59.0,97.0,75.3
Student2504,unknown,72.0,68.0,70.0
Student2505,unknown,unknown,80.0,80.0
Student2506,57.0,81.0,92.0,76.7
Student2507,unknown,69.0,99.0,84.0
Student2508,52.0,59.0,unknown,55.5
Student2509,93.0,78.0,74.0,81.7
Student2510,52.0,90.0,unknown,71.0
Student2511,71.0,95.0,99.0,88.3
Student2512,55.0,83.0,62.0,66.7
Student2513,51.0,86.0,85.0,74.0
Student2514,72.0,69.0,unknown,70.5
Student2515,93.0,57.0,86.0,78.7
Student2516,51.0,56.0,52.0,53.0
Student2517,87.0,55.0,65.0,69.0
Student2518,66.0,60.0,75.0,67.0
Student2519,84.0,93.0,89.0,88.7
Student2520,83.0,67.0,88.0,79.3
Student2521,72.0,91.0,68.0,77.0
Student2522,79.0,78.0,95.0,84.0
Student2523,57.0,unknown,64.0,60.5
Student2524,71.0,70.0,81.0,74.0
Student2525,93.0,95.0,98.0,95.3
Student2526,85.0,52.0,70.0,69.0
Student2527,54.0,67.0,50.0,57.0
Student2528,62.0,73.0,unknown,67.5
Student2529,78.0,96.0,76.0,83.3
Student2530,80.0,unknown,72.0,76.0
Student2531,96.0,59.0,96.0,83.7
Student2532,65.0,unknown,80.0,72.5
Student2533,unknown,61.0,61.0,61.0
Student2534,79.0,56.0,70.0,68.3
Student2535,65.0,66.0,51.0,60.7
Student2536,61.0,50.0,54.0,55.0
Student2537,66.0,99.0,58.0,74.3
Student2538,65.0,75.0,69.0,69.7
Student2539,61.0,64.0,95.0,73.3
Student2540,57.0,82.0,67.0,68.7
Student2541,69.0,86.0,71.0,75.3
Student2542,52.0,96.0,unknown,74.0
Student2543,65.0,80.0,83.0,76.0
Student2544,79.0,84.0,58.0,73.7
Student2545,94.0,50.0,56.0,66.7
Student2546,72.0,57.0,79.0,69.3
Student2547,77.0,61.0,67.0,68.3
Student2548,89.0,68.0,76.0,77.7
Student2549,54.0,74.0,65.0,64.3
Student2550,69.0,81.0,70.0,73.3
Student2551,89.0,61.0,54.0,68.0
Student2552,93.0,62.0,78.0,77.7
Student2553,50.0,77.0,96.0,74.3
Student2554,79.0,50.0,86.0,71.7
Student2555,70.0,55.0,92.0,72.3
Student2556,69.0,57.0,71.0,65.7
Student2557,55.0,53.0,63.0,57.0
Student2558,71.0,54.0,68.0,64.3
Student2559,67.0,74.0,84.0,75.0
Student2560,57.0,71.0,73.0,67.0
Student2561,88.0,77.0,91.0,85.3
Student2562,81.0,88.0,55.0,74.7
Student2563,82.0,72.0,52.0,68.7
Student2564,65.0,53.0,83.0,67.0
Student2565,unknown,53.0,94.0,73.5
Student2566,87.0,96.0,99.0,94.0
Student2567,83.0,70.0,51.0,68.0
Student2568,63.0,86.0,64.0,71.0
Student2569,85.0,90.0,86.0,87.0
Student2570,82.0,51.0,64.0,65.7
Student2571,72.0,56.0,81.0,69.7
Student2572,99.0,98.0,70.0,89.0
Student2573,94.0,65.0,66.0,75.0
Student2574,51.0,66.0,83.0,66.7
Student2575,90.0,69.0,81.0,80.0
Student2576,70.0,72.0,99.0,80.3
Student2577,51.0,83.0,96.0,76.7
Student2578,76.0,60.0,72.0,69.3
Student2579,58.0,unknown,84.0,71.0
Student2580,50.0,unknown,86.0,68.0
Student2581,60.0,75.0,92.0,75.7
Student2582,52.0,51.0,90.0,64.3
Student2583,72.0,72.0,86.0,76.7
Student2584,75.0,90.0,82.0,82.3
Student2585,53.0,71.0,74.0,66.0
Student2586,67.0,83.0,95.0,81.7
Student2587,55.0,64.0,86.0,68.3
Student2588,84.0,59.0,89.0,77.3
Student2589,71.0,64.0,70.0,68.3
Student2590,92.0,91.0,95.0,92.7
Student2591,64.0,78.0,97.0,79.7
Student2592,unknown,72.0,87.0,79.5
Student2593,86.0,66.0,89.0,80.3
Student2594,91.0,58.0,83.0,77.3
Student2595,61.0,unknown,68.0,64.5
Student2596,96.0,85.0,76.0,85.7
Student2597,98.0,58.0,58.0,71.3
Student2598,91.0,65.0,54.0,70.0
Student2599,87.0,85.0,54.0,75.3
Student2600,67.0,97.0,74.0,79.3
Student2601,94.0,82.0,75.0,83.7
Student2602,84.0,80.0,68.0,77.3
Student2603,79.0,55.0,79.0,71.0
Student2604,73.0,59.0,85.0,72.3
Student2605,91.0,65.0,97.0,84.3
Student2606,79.0,53.0,97.0,76.3
Student2607,63.0,71.0,65.0,66.3
Student2608,unknown,62.0,56.0,59.0
Student2609,unknown,65.0,67.0,66.0
Student2610,65.0,78.0,70.0,71.0
Student2611,56.0,55.0,unknown,55.5
Student2612,63.0,75.0,50.0,62.7
Student2613,58.0,60.0,52.0,56.7
Student2614,64.0,73.0,80.0,72.3
Student2615,70.0,78.0,74.0,74.0
Student2616,84.0,52.0,57.0,64.3
Student2617,51.0,59.0,unknown,55.0
Student2618,76.0,50.0,56.0,60.7
Student2619,51.0,92.0,56.0,66.3
Student2620,84.0,75.0,57.0,72.0
Student2621,67.0,61.0,68.0,65.3
Student2622,unknown,63.0,unknown,63.0
Student2623,69.0,74.0,60.0,67.7
Student2624,67.0,57.0,96.0,73.3
Student2625,59.0,92.0,90.0,80.3
Student2626,74.0,53.0,98.0,75.0
Student2627,51.0,unknown,60.0,55.5
Student2628,74.0,56.0,87.0,72.3
Student2629,82.0,59.0,90.0,77.0
Student2630,85.0,85.0,99.0,89.7
Student2631,80.0,51.0,51.0,60.7
Student2632,63.0,75.0,53.0,63.7
Student2633,50.0,99.0,99.0,82.7
Student2634,95.0,63.0,77.0,78.3
Student2635,65.0,65.0,82.0,70.7
Student2636,95.0,92.0,60.0,82.3
Student2637,52.0,91.0,52.0,65.0
Student2638,84.0,66.0,89.0,79.7
Student2639,90.0,95.0,54.0,79.7
Student2640,55.0,71.0,70.0,65.3
Student2641,74.0,53.0,71.0,66.0
Student2642,62.0,68.0,86.0,72.0
Student2643,83.0,51.0,60.0,64.7
Student2644,57.0,88.0,93.0,79.3
Student2645,70.0,58.0,71.0,66.3
Student2646,83.0,68.0,90.0,80.3
Student2647,53.0,65.0,62.0,60.0
Student2648,74.0,74.0,52.0,66.7
Student2649,64.0,97.0,62.0,74.3
Student2650,53.0,67.0,77.0,65.7
Student2651,94.0,72.0,60.0,75.3
Student2652,61.0,70.0,60.0,63.7
Student2653,81.0,60.0,70.0,70.3
Student2654,81.0,88.0,70.0,79.7
Student2655,77.0,90.0,56.0,74.3
Student2656,62.0,unknown,66.0,64.0
Student2657,80.0,74.0,97.0,83.7
Student2658,63.0,81.0,63.0,69.0
Student2659,69.0,unknown,82.0,75.5
Student2660,67.0,94.0,60.0,73.7
Student2661,78.0,75.0,62.0,71.7
Student2662,55.0,85.0,50.0,63.3
Student2663,unknown,83.0,unknown,83.0
Student2664,78.0,58.0,58.0,64.7
Student2665,92.0,61.0,62.0,71.7
Student2666,51.0,51.0,86.0,62.7
Student2667,72.0,87.0,79.0,79.3
Student2668,68.0,54.0,90.0,70.7
Student2669,80.0,54.0,94.0,76.0
Student2670,54.0,71.0,86.0,70.3
Student2671,68.0,54.0,96.0,72.7
Student2672,83.0,53.0,56.0,64.0
Student2673,59.0,58.0,63.0,60.0
Student2674,74.0,78.0,97.0,83.0
Student2675,51.0,71.0,55.0,59.0
Student2676,60.0,76.0,83.0,73.0
Student2677,99.0,59.0,65.0,74.3
Student2678,80.0,65.0,86.0,77.0
Student2679,64.0,91.0,85.0,80.0
Student2680,58.0,91.0,95.0,81.3
Student2681,72.0,59.0,55.0,62.0
Student2682,68.0,55.0,57.0,60.0
Student2683,58.0,98.0,73.0,76.3
Student2684,84.0,54.0,52.0,63.3
Student2685,70.0,55.0,53.0,59.3
Student2686,58.0,96.0,81.0,78.3
Student2687,77.0,74.0,50.0,67.0
Student2688,95.0,99.0,83.0,92.3
Student2689,56.0,53.0,94.0,67.7
Student2690,65.0,89.0,58.0,70.7
Student2691,65.0,97.0,61.0,74.3
Student2692,82.0,81.0,59.0,74.0
Student2693,53.0,84.0,59.0,65.3
Student2694,53.0,59.0,99.0,70.3
Student2695,88.0,83.0,93.0,88.0
Student2696,89.0,85.0,97.0,90.3
Student2697,66.0,55.0,72.0,64.3
Student2698,86.0,92.0,unknown,89.0
Student2699,88.0,95.0,73.0,85.3
Student2700,78.0,65.0,73.0,72.0
Student2701,85.0,68.0,70.0,74.3
Student2702,87.0,83.0,91.0,87.0
Student2703,88.0,74.0,80.0,80.7
Student2704,99.0,80.0,96.0,91.7
Student2705,unknown,98.0,90.0,94.0
Student2706,unknown,90.0,79.0,84.5
Student2707,56.0,66.0,83.0,68.3
Student2708,76.0,96.0,67.0,79.7
Student2709,77.0,79.0,61.0,72.3
Student2710,71.0,88.0,84.0,81.0
Student2711,63.0,80.0,56.0,66.3
Student2712,56.0,68.0,90.0,71.3
Student2713,86.0,unknown,89.0,87.5
Student2714,71.0,78.0,74.0,74.3
Student2715,54.0,50.0,55.0,53.0
Student2716,51.0,53.0,50.0,51.3
Student2717,76.0,77.0,95.0,82.7
Student2718,70.0,67.0,65.0,67.3
Student2719,87.0,75.0,97.0,86.3
Student2720,64.0,89.0,53.0,68.7
Student2721,70.0,68.0,78.0,72.0
Student2722,59.0,55.0,87.0,67.0
Student2723,72.0,50.0,96.0,72.7
Student2724,88.0,57.0,77.0,74.0
Student2725,unknown,82.0,71.0,76.5
Student2726,50.0,unknown,57.0,53.5
Student2727,62.0,70.0,81.0,71.0
Student2728,70.0,73.0,82.0,75.0
Student2729,75.0,74.0,62.0,70.3
Student2730,99.0,96.0,76.0,90.3
Student2731,94.0,92.0,67.0,84.3
Student2732,70.0,68.0,67.0,68.3
Student2733,67.0,78.0,62.0,69.0
Student2734,86.0,59.0,71.0,72.0
Student2735,94.0,61.0,63.0,72.7
Student2736,81.0,82.0,60.0,74.3
Student2737,85.0,56.0,88.0,76.3
Student2738,66.0,66.0,99.0,77.0
Student2739,84.0,59.0,71.0,71.3
Student2740,98.0,80.0,85.0,87.7
Student2741,60.0,55.0,66.0,60.3
Student2742,70.0,66.0,81.0,72.3
Student2743,75.0,99.0,63.0,79.0
Student2744,53.0,86.0,91.0,76.7
Student2745,83.0,67.0,78.0,76.0
Student2746,97.0,75.0,55.0,75.7
Student2747,67.0,98.0,99.0,88.0
Student2748,89.0,65.0,53.0,69.0
Student2749,84.0,57.0,60.0,67.0
Student2750,unknown,73.0,94.0,83.5
Student2751,78.0,62.0,89.0,76.3
Student2752,78.0,78.0,59.0,71.7
Student2753,87.0,81.0,77.0,81.7
Student2754,91.0,73.0,60.0,74.7
Student2755,70.0,65.0,84.0,73.0
Student2756,91.0,60.0,64.0,71.7
Student2757,62.0,81.0,unknown,71.5
Student2758,98.0,55.0,69.0,74.0
Student2759,90.0,84.0,99.0,91.0
Student2760,66.0,82.0,70.0,72.7
Student2761,58.0,67.0,50.0,58.3
Student2762,90.0,86.0,78.0,84.7
Student2763,50.0,62.0,unknown,56.0
Student2764,51.0,59.0,79.0,63.0
Student2765,97.0,86.0,89.0,90.7
Student2766,78.0,75.0,84.0,79.0
Student2767,82.0,95.0,82.0,86.3
Student2768,59.0,66.0,69.0,64.7
Student2769,99.0,50.0,65.0,71.3
Student2770,89.0,74.0,58.0,73.7
Student2771,70.0,83.0,80.0,77.7
Student2772,77.0,88.0,66.0,77.0
Student2773,60.0,59.0,80.0,66.3
Student2774,83.0,69.0,97.0,83.0
Student2775,57.0,56.0,72.0,61.7
Student2776,71.0,65.0,55.0,63.7
Student2777,57.0,86.0,79.0,74.0
Student2778,98.0,78.0,56.0,77.3
Student2779,64.0,61.0,97.0,74.0
Student2780,66.0,66.0,89.0,73.7
Student2781,unknown,97.0,91.0,94.0
Student2782,73.0,69.0,95.0,79.0
Student2783,94.0,75.0,60.0,76.3
Student2784,68.0,97.0,83.0,82.7
Student2785,54.0,68.0,61.0,61.0
Student2786,81.0,96.0,94.0,90.3
Student2787,93.0,61.0,96.0,83.3
Student2788,50.0,70.0,76.0,65.3
Student2789,72.0,91.0,61.0,74.7
Student2790,86.0,83.0,62.0,77.0
Student2791,57.0,56.0,57.0,56.7
Student2792,62.0,94.0,65.0,73.7
Student2793,57.0,84.0,78.0,73.0
Student2794,72.0,64.0,84.0,73.3
Student2795,92.0,50.0,78.0,73.3
Student2796,50.0,75.0,80.0,68.3
Student2797,94.0,84.0,62.0,80.0
Student2798,73.0,74.0,61.0,69.3
Student2799,84.0,91.0,51.0,75.3
Student2800,73.0,64.0,82.0,73.0
Student2801,66.0,71.0,57.0,64.7
Student2802,54.0,55.0,90.0,66.3
Student2803,69.0,64.0,89.0,74.0
Student2804,unknown,73.0,98.0,85.5
Student2805,89.0,70.0,unknown,79.5
Student2806,80.0,56.0,81.0,72.3
Student2807,95.0,78.0,87.0,86.7
Student2808,85.0,81.0,unknown,83.0
Student2809,60.0,81.0,64.0,68.3
Student2810,64.0,54.0,72.0,63.3
Student2811,68.0,53.0,73.0,64.7
Student2812,56.0,71.0,62.0,63.0
Student2813,77.0,67.0,70.0,71.3
Student2814,92.0,84.0,61.0,79.0
Student2815,54.0,66.0,62.0,60.7
Student2816,54.0,unknown,88.0,71.0
Student2817,79.0,99.0,72.0,83.3
Student2818,81.0,73.0,99.0,84.3
Student2819,57.0,51.0,95.0,67.7
Student2820,59.0,62.0,92.0,71.0
Student2821,87.0,64.0,77.0,76.0
Student2822,96.0,54.0,63.0,71.0
Student2823,81.0,52.0,66.0,66.3
Student2824,97.0,86.0,73.0,85.3
Student2825,77.0,86.0,83.0,82.0
Student2826,66.0,86.0,97.0,83.0
Student2827,80.0,52.0,71.0,67.7
Student2828,57.0,unknown,59.0,58.0
Student2829,89.0,72.0,unknown,80.5
Student2830,74.0,77.0,70.0,73.7
Student2831,58.0,79.0,86.0,74.3
Student2832,51.0,67.0,56.0,58.0
Student2833,64.0,85.0,75.0,74.7
Student2834,99.0,82.0,62.0,81.0
Student2835,52.0,75.0,65.0,64.0
Student2836,98.0,97.0,79.0,91.3
Student2837,85.0,89.0,80.0,84.7
Student2838,53.0,66.0,unknown,59.5
Student2839,63.0,89.0,81.0,77.7
Student2840,90.0,56.0,65.0,70.3
Student2841,90.0,57.0,96.0,81.0
Student2842,74.0,80.0,58.0,70.7
Student2843,99.0,unknown,71.0,85.0
Student2844,59.0,97.0,93.0,83.0
Student2845,70.0,80.0,89.0,79.7
Student2846,85.0,93.0,94.0,90.7
Student2847,61.0,68.0,86.0,71.7
Student2848,76.0,59.0,63.0,66.0
Student2849,89.0,88.0,65.0,80.7
Student2850,51.0,61.0,92.0,68.0
Student2851,62.0,69.0,69.0,66.7
Student2852,unknown,86.0,93.0,89.5
Student2853,80.0,97.0,unknown,88.5
Student2854,65.0,90.0,93.0,82.7
Student2855,81.0,unknown,75.0,78.0
Student2856,81.0,63.0,58.0,67.3
Student2857,83.0,60.0,50.0,64.3
Student2858,60.0,56.0,84.0,66.7
Student2859,59.0,78.0,93.0,76.7
Student2860,64.0,59.0,69.0,64.0
Student2861,66.0,78.0,94.0,79.3
Student2862,89.0,58.0,55.0,67.3
Student2863,67.0,85.0,91.0,81.0
Student2864,58.0,97.0,59.0,71.3
Student2865,74.0,59.0,97.0,76.7
Student2866,89.0,68.0,82.0,79.7
Student2867,63.0,80.0,65.0,69.3
Student2868,74.0,66.0,85.0,75.0
Student2869,99.0,unknown,55.0,77.0
Student2870,71.0,94.0,unknown,82.5
Student2871,79.0,82.0,80.0,80.3
Student2872,69.0,83.0,51.0,67.7
Student2873,70.0,94.0,67.0,77.0
Student2874,93.0,73.0,91.0,85.7
Student2875,81.0,58.0,77.0,72.0
Student2876,95.0,56.0,53.0,68.0
Student2877,98.0,65.0,50.0,71.0
Student2878,70.0,68.0,96.0,78.0
Student2879,84.0,88.0,91.0,87.7
Student2880,81.0,55.0,99.0,78.3
Student2881,79.0,99.0,65.0,81.0
Student2882,unknown,60.0,94.0,77.0
Student2883,98.0,61.0,96.0,85.0
Student2884,61.0,91.0,51.0,67.7
Student2885,90.0,62.0,85.0,79.0
Student2886,unknown,61.0,50.0,55.5
Student2887,67.0,70.0,88.0,75.0
Student2888,70.0,59.0,72.0,67.0
Student2889,62.0,69.0,75.0,68.7
Student2890,70.0,99.0,60.0,76.3
Student2891,57.0,85.0,91.0,77.7
Student2892,95.0,77.0,50.0,74.0
Student2893,89.0,73.0,60.0,74.0
Student2894,95.0,54.0,73.0,74.0
Student2895,56.0,86.0,59.0,67.0
Student2896,72.0,61.0,63.0,65.3
Student2897,93.0,84.0,63.0,80.0
Student2898,81.0,89.0,56.0,75.3
Student2899,60.0,51.0,72.0,61.0
Student2900,71.0,99.0,92.0,87.3
Student2901,71.0,90.0,71.0,77.3
Student2902,92.0,94.0,85.0,90.3
Student2903,74.0,88.0,76.0,79.3
Student2904,71.0,91.0,51.0,71.0
Student2905,77.0,58.0,88.0,74.3
Student2906,78.0,71.0,95.0,81.3
Student2907,62.0,96.0,68.0,75.3
Student2908,67.0,54.0,56.0,59.0
Student2909,51.0,61.0,61.0,57.7
Student2910,78.0,50.0,52.0,60.0
Student2911,70.0,93.0,96.0,86.3
Student2912,64.0,71.0,54.0,63.0
Student2913,76.0,87.0,57.0,73.3
Student2914,99.0,68.0,63.0,76.7
Student2915,80.0,65.0,85.0,76.7
Student2916,64.0,80.0,56.0,66.7
Student2917,72.0,52.0,56.0,60.0
Student2918,73.0,72.0,99.0,81.3
Student2919,93.0,91.0,95.0,93.0
Student2920,62.0,67.0,81.0,70.0
Student2921,71.0,75.0,57.0,67.7
Student2922,92.0,62.0,61.0,71.7
Student2923,86.0,67.0,59.0,70.7
Student2924,82.0,52.0,63.0,65.7
Student2925,52.0,72.0,unknown,62.0
Student2926,68.0,52.0,87.0,69.0
Student2927,72.0,74.0,79.0,75.0
Student2928,unknown,76.0,54.0,65.0
Student2929,79.0,93.0,50.0,74.0
Student2930,88.0,76.0,50.0,71.3
Student2931,93.0,88.0,69.0,83.3
Student2932,96.0,74.0,98.0,89.3
Student2933,74.0,73.0,60.0,69.0
Student2934,86.0,57.0,75.0,72.7
Student2935,96.0,58.0,93.0,82.3
Student2936,57.0,95.0,52.0,68.0
Student2937,91.0,86.0,55.0,77.3
Student2938,65.0,79.0,92.0,78.7
Student2939,unknown,68.0,94.0,81.0
Student2940,50.0,65.0,60.0,58.3
Student2941,93.0,73.0,57.0,74.3
Student2942,54.0,93.0,78.0,75.0
Student2943,52.0,70.0,59.0,60.3
Student2944,50.0,85.0,83.0,72.7
Student2945,53.0,89.0,73.0,71.7
Student2946,89.0,88.0,95.0,90.7
Student2947,84.0,96.0,97.0,92.3
Student2948,81.0,55.0,66.0,67.3
Student2949,91.0,54.0,unknown,72.5
Student2950,83.0,63.0,60.0,68.7
Student2951,92.0,unknown,83.0,87.5
Student2952,74.0,91.0,73.0,79.3
Student2953,59.0,99.0,54.0,70.7
Student2954,70.0,unknown,78.0,74.0
Student2955,95.0,57.0,97.0,83.0
Student2956,88.0,unknown,97.0,92.5
Student2957,76.0,unknown,83.0,79.5
Student2958,76.0,66.0,65.0,69.0
Student2959,51.0,99.0,74.0,74.7
Student2960,90.0,70.0,86.0,82.0
Student2961,97.0,75.0,57.0,76.3
Student2962,62.0,92.0,78.0,77.3
Student2963,58.0,97.0,95.0,83.3
Student2964,85.0,93.0,74.0,84.0
Student2965,71.0,94.0,91.0,85.3
Student2966,91.0,76.0,72.0,79.7
Student2967,75.0,65.0,83.0,74.3
Student2968,61.0,75.0,52.0,62.7
Student2969,66.0,82.0,79.0,75.7
Student2970,63.0,80.0,99.0,80.7
Student2971,63.0,97.0,83.0,81.0
Student2972,83.0,96.0,81.0,86.7
Student2973,69.0,unknown,78.0,73.5
Student2974,unknown,93.0,58.0,75.5
Student2975,65.0,57.0,51.0,57.7
Student2976,80.0,56.0,88.0,74.7
Student2977,55.0,83.0,56.0,64.7
Student2978,68.0,93.0,95.0,85.3
Student2979,86.0,63.0,54.0,67.7
Student2980,53.0,65.0,57.0,58.3
Student2981,96.0,92.0,81.0,89.7
Student2982,53.0,58.0,67.0,59.3
Student2983,69.0,59.0,87.0,71.7
Student2984,59.0,66.0,95.0,73.3
Student2985,73.0,61.0,67.0,67.0
Student2986,84.0,55.0,98.0,79.0
Student2987,75.0,unknown,90.0,82.5
Student2988,86.0,92.0,94.0,90.7
Student2989,87.0,90.0,65.0,80.7
Student2990,70.0,78.0,70.0,72.7
Student2991,89.0,55.0,59.0,67.7
Student2992,88.0,74.0,91.0,84.3
Student2993,70.0,73.0,53.0,65.3
Student2994,59.0,74.0,93.0,75.3
Student2995,87.0,65.0,57.0,69.7
Student2996,95.0,65.0,96.0,85.3
Student2997,53.0,55.0,68.0,58.7
Student2998,94.0,86.0,96.0,92.0
Student2999,69.0,70.0,89.0,76.0
Student3000,66.0,53.0,89.0,69.3
Student3001,56.0,83.0,58.0,65.7
Student3002,53.0,77.0,79.0,69.7
Student3003,78.0,87.0,66.0,77.0
Student3004,63.0,90.0,89.0,80.7
Student3005,52.0,77.0,93.0,74.0
Student3006,73.0,66.0,64.0,67.7
Student3007,86.0,63.0,53.0,67.3
Student3008,65.0,56.0,55.0,58.7
Student3009,53.0,71.0,65.0,63.0
Student3010,73.0,50.0,75.0,66.0
Student3011,83.0,78.0,86.0,82.3
Student3012,79.0,80.0,72.0,77.0
Student3013,67.0,79.0,62.0,69.3
Student3014,68.0,64.0,96.0,76.0
Student3015,80.0,67.0,66.0,71.0
Student3016,68.0,84.0,unknown,76.0
Student3017,98.0,99.0,71.0,89.3
Student3018,95.0,79.0,86.0,86.7
Student3019,68.0,83.0,68.0,73.0
Student3020,71.0,91.0,88.0,83.3
Student3021,73.0,60.0,84.0,72.3
Student3022,94.0,76.0,62.0,77.3
Student3023,61.0,73.0,63.0,65.7
Student3024,79.0,84.0,97.0,86.7
Student3025,87.0,88.0,80.0,85.0
Student3026,80.0,57.0,94.0,77.0
Student3027,85.0,67.0,51.0,67.7
Student3028,68.0,62.0,95.0,75.0
Student3029,97.0,94.0,88.0,93.0
Student3030,94.0,73.0,86.0,84.3
Student3031,85.0,72.0,63.0,73.3
Student3032,79.0,61.0,58.0,66.0
Student3033,98.0,98.0,59.0,85.0
